class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
797,13,3,A3+A4+D4,6,1q^3 + 2q^4 + 4q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,A3: (0 3 0) -> (3 3 3) ; A4: (0 3 0 3) -> (3 3 3 0) ; D4: (0 3 0 3) -> (3 3 3 0)
811,10,3,A3+A4+D4,92,1q^2 + 2q^3 + 4q^4 + 2q^5 + 1q^6,A3: (0 3 1) -> (2 3 3) ; A4: (0 3 1 2) -> (2 3 3 0) ; D4: (0 3 1 2) -> (2 3 3 0)
818,10,3,A3+B4+D4,110,0,A3: (0 3 1) -> (3 3 2) ; B4: (0 3 1 3) -> (3 3 2 0) ; D4: (0 3 1 2) -> (3 3 2 0)
882,10,3,A3+B4+D4,208,0,A3: (1 0 1) -> (0 2 2) ; B4: (1 0 1 1) -> (2 2 0 0) ; D4: (1 0 1 2) -> (0 2 2 0)
885,8,3,A3+B4+D4,465,0,A3: (1 0 1) -> (0 3 0) ; B4: (1 0 1 1) -> (0 3 0 0) ; D4: (1 0 1 2) -> (0 3 0 0)
887,12,4,A3+A4+B4+D4,20,1q^3 + 2q^4 + 1q^5 + 1q^6,A3: (1 0 1) -> (0 3 2) ; A4: (1 0 1 1) -> (2 3 0 0) ; B4: (1 0 1 2) -> (2 3 0 0) ; D4: (1 0 1 3) -> (0 3 2 0)
897,9,4,A3+A4+B4+D4,168,1q^2 + 2q^3 + 2q^4 + 1q^5,A3: (1 0 1) -> (1 1 3) ; A4: (1 0 1 1) -> (3 1 1 0) ; B4: (1 0 1 2) -> (3 1 1 0) ; D4: (1 0 1 2) -> (1 1 3 0)
899,8,4,A3+A4+B4+D4,190,2q^2 + 2q^3 + 1q^4,A3: (1 0 1) -> (1 2 1) ; A4: (1 0 1 1) -> (1 2 1 0) ; B4: (1 0 1 2) -> (1 2 1 0) ; D4: (1 0 1 2) -> (1 2 1 0)
901,13,3,A3+B4+D4,9,0,A3: (1 0 1) -> (1 2 3) ; B4: (1 0 1 3) -> (3 2 1 0) ; D4: (1 0 1 3) -> (1 2 3 0)
903,13,3,A3+B4+D4,5,0,A3: (1 0 1) -> (1 3 1) ; B4: (1 0 1 3) -> (1 3 1 0) ; D4: (1 0 1 3) -> (1 3 1 0)
913,10,3,A3+B4+D4,77,0,A3: (1 0 1) -> (2 1 2) ; B4: (1 0 1 3) -> (2 1 2 0) ; D4: (1 0 1 2) -> (2 1 2 0)
916,13,3,A3+A4+D4,8,2q^3 + 3q^4 + 4q^5 + 2q^6 + 1q^7,A3: (1 0 1) -> (2 2 2) ; A4: (1 0 1 2) -> (2 2 2 0) ; D4: (1 0 1 3) -> (2 2 2 0)
925,10,3,A3+A4+D4,46,1q^2 + 1q^3 + 2q^4 + 1q^5 + 1q^6,A3: (1 0 1) -> (3 0 3) ; A4: (1 0 1 2) -> (3 0 3 0) ; D4: (1 0 1 2) -> (3 0 3 0)
927,13,2,A3+D4,4,0,A3: (1 0 1) -> (3 1 3) ; D4: (1 0 1 3) -> (3 1 3 0)
942,11,4,A3+A4+B4+D4,30,1q^3 + 2q^4 + 1q^5 + 1q^6,A3: (1 0 2) -> (0 3 3) ; A4: (1 0 2 2) -> (0 3 3 0) ; B4: (2 0 1 2) -> (3 3 0 0) ; D4: (1 0 2 3) -> (0 3 3 0)
952,12,3,A3+B4+D4,30,0,A3: (1 0 2) -> (1 3 2) ; B4: (1 0 2 3) -> (1 3 2 0) ; D4: (1 0 2 3) -> (1 3 2 0)
962,12,3,A3+A4+D4,26,2q^3 + 3q^4 + 4q^5 + 2q^6 + 1q^7,A3: (1 0 2) -> (2 2 3) ; A4: (1 0 2 2) -> (2 2 3 0) ; D4: (1 0 2 3) -> (2 2 3 0)
965,11,4,A3+A4+B4+D4,50,2q^3 + 3q^4 + 2q^5 + 1q^6,A3: (1 0 2) -> (2 3 1) ; A4: (1 0 2 1) -> (2 3 1 0) ; B4: (1 0 2 2) -> (2 3 1 0) ; D4: (1 0 2 3) -> (2 3 1 0)
977,12,3,A3+B4+D4,28,0,A3: (1 0 2) -> (3 2 2) ; B4: (1 0 2 3) -> (3 2 2 0) ; D4: (1 0 2 3) -> (3 2 2 0)
980,12,3,A3+B4+D4,32,0,A3: (1 0 2) -> (3 3 0) ; B4: (1 0 2 1) -> (3 3 0 0) ; D4: (1 0 2 3) -> (3 3 0 0)
1050,8,3,A3+B4+D4,768,0,A3: (1 1 1) -> (0 3 2) ; B4: (1 1 1 1) -> (2 3 0 0) ; D4: (1 1 1 2) -> (0 3 2 0)
1059,9,4,A3+A4+B4+D4,168,1q^2 + 3q^3 + 2q^4 + 1q^5,A3: (1 1 1) -> (1 2 3) ; A4: (1 1 1 1) -> (0 1 2 3) ; B4: (1 1 1 2) -> (3 2 1 0) ; D4: (1 1 1 2) -> (1 2 3 0)
1061,8,4,A3+A4+B4+D4,510,2q^2 + 2q^3 + 1q^4,A3: (1 1 1) -> (1 3 1) ; A4: (1 1 1 1) -> (0 1 3 1) ; B4: (1 1 1 2) -> (1 3 1 0) ; D4: (1 1 1 2) -> (1 3 1 0)
1063,13,3,A3+B4+D4,9,0,A3: (1 1 1) -> (1 3 3) ; B4: (1 1 1 3) -> (3 3 1 0) ; D4: (1 1 1 3) -> (1 3 3 0)
1071,10,3,A3+B4+D4,77,0,A3: (1 1 1) -> (2 2 2) ; B4: (1 1 1 3) -> (2 2 2 0) ; D4: (1 1 1 2) -> (2 2 2 0)
1074,11,3,A3+A4+D4,8,2q^3 + 4q^4 + 4q^5 + 2q^6 + 1q^7,A3: (1 1 1) -> (2 3 2) ; A4: (1 1 1 2) -> (2 3 2 0) ; D4: (1 1 1 3) -> (2 3 2 0)
1081,8,3,A3+A4+D4,46,1q^2 + 2q^3 + 3q^4 + 2q^5 + 1q^6,A3: (1 1 1) -> (3 1 3) ; A4: (1 1 1 2) -> (3 1 3 0) ; D4: (1 1 1 2) -> (3 1 3 0)
1083,13,2,A3+D4,4,0,A3: (1 1 1) -> (3 2 3) ; D4: (1 1 1 3) -> (3 2 3 0)
1106,10,3,A3+A4+D4,26,2q^3 + 4q^4 + 4q^5 + 2q^6 + 1q^7,A3: (1 1 2) -> (2 3 3) ; A4: (1 1 2 2) -> (2 3 3 0) ; D4: (1 1 2 3) -> (2 3 3 0)
1116,12,3,A3+B4+D4,28,0,A3: (1 1 2) -> (3 3 2) ; B4: (1 1 2 3) -> (3 3 2 0) ; D4: (1 1 2 3) -> (3 3 2 0)
1156,8,4,A3+A4+B4+D4,648,1q^2 + 3q^3 + 2q^4 + 1q^5,A3: (1 2 1) -> (1 3 3) ; A4: (1 1 2 1) -> (0 1 3 3) ; B4: (1 2 1 2) -> (3 3 1 0) ; D4: (1 2 1 2) -> (1 3 3 0)
1163,8,3,A3+B4+D4,322,0,A3: (1 2 1) -> (2 3 2) ; B4: (1 2 1 3) -> (2 3 2 0) ; D4: (1 2 1 2) -> (2 3 2 0)
1170,10,3,A3+A4+D4,46,1q^2 + 2q^3 + 4q^4 + 2q^5 + 1q^6,A3: (1 2 1) -> (3 2 3) ; A4: (1 2 1 2) -> (3 2 3 0) ; D4: (1 2 1 2) -> (3 2 3 0)
1172,13,2,A3+D4,4,0,A3: (1 2 1) -> (3 3 3) ; D4: (1 2 1 3) -> (3 3 3 0)
1210,8,3,A3+A4+D4,226,1q^2 + 2q^3 + 4q^4 + 2q^5 + 1q^6,A3: (1 3 1) -> (3 3 3) ; A4: (1 3 1 2) -> (3 3 3 0) ; D4: (1 3 1 2) -> (3 3 3 0)
1236,9,4,A3+A4+B4+D4,120,2q^3 + 3q^4 + 2q^5 + 1q^6,A3: (2 0 2) -> (1 3 3) ; A4: (1 2 0 2) -> (0 1 3 3) ; B4: (2 0 2 2) -> (3 3 1 0) ; D4: (2 0 2 3) -> (1 3 3 0)
1244,10,3,A3+B4+D4,65,0,A3: (2 0 2) -> (2 3 2) ; B4: (2 0 2 3) -> (2 3 2 0) ; D4: (2 0 2 3) -> (2 3 2 0)
1251,10,3,A3+A4+D4,43,2q^3 + 3q^4 + 4q^5 + 2q^6 + 1q^7,A3: (2 0 2) -> (3 2 3) ; A4: (2 0 2 2) -> (3 2 3 0) ; D4: (2 0 2 3) -> (3 2 3 0)
1298,8,3,A3+A4+D4,43,2q^3 + 4q^4 + 4q^5 + 2q^6 + 1q^7,A3: (2 1 2) -> (3 3 3) ; A4: (2 1 2 2) -> (3 3 3 0) ; D4: (2 1 2 3) -> (3 3 3 0)
1334,4,3,B2+C3+C4,552,0,B2: (0 0) -> (0 1) ; C3: (1 0 0) -> (0 1 0) ; C4: (0 1 0 0) -> (0 0 1 0)
1335,6,6,B2+B3+B4+C3+C4+F4,38,1q + 1q^3,B2: (0 0) -> (0 2) ; B3: (1 0 0) -> (0 0 2) ; B4: (0 1 0 0) -> (0 0 0 2) ; C3: (2 0 0) -> (0 2 0) ; C4: (0 2 0 0) -> (0 0 2 0) ; F4: (1 0 0 2) -> (0 0 2 0)
1336,6,3,B2+C3+C4,9,0,B2: (0 0) -> (0 3) ; C3: (3 0 0) -> (0 3 0) ; C4: (0 3 0 0) -> (0 0 3 0)
1337,6,3,B2+B3+C3,9,1q^2 + 1q^4 + 1q^6,B2: (0 0) -> (0 4) ; B3: (2 0 0) -> (0 0 4) ; C3: (4 0 0) -> (0 4 0)
1338,5,6,B2+B3+B4+C3+C4+F4,183,1q^2,B2: (0 0) -> (1 0) ; B3: (1 0 0) -> (0 1 0) ; B4: (0 1 0 0) -> (0 0 1 0) ; C3: (1 0 0) -> (0 0 1) ; C4: (0 1 0 0) -> (0 0 0 1) ; F4: (1 0 0 1) -> (0 1 0 0)
1339,6,3,B2+C3+C4,14,0,B2: (0 0) -> (1 1) ; C3: (2 0 0) -> (0 1 1) ; C4: (0 2 0 0) -> (0 0 1 1)
1340,6,6,B2+B3+B4+C3+C4+F4,24,1q^3 + 1q^4 + 1q^5,B2: (0 0) -> (1 2) ; B3: (2 0 0) -> (0 1 2) ; B4: (0 2 0 0) -> (0 0 1 2) ; C3: (3 0 0) -> (0 2 1) ; C4: (0 3 0 0) -> (0 0 2 1) ; F4: (2 0 0 3) -> (0 1 2 0)
1341,6,2,B2+C3,4,0,B2: (0 0) -> (1 3) ; C3: (4 0 0) -> (0 3 1)
1342,6,3,B2+B3+C3,7,1q^4 + 1q^5 + 1q^6 + 1q^7 + 1q^8,B2: (0 0) -> (1 4) ; B3: (3 0 0) -> (0 1 4) ; C3: (5 0 0) -> (0 4 1)
1343,6,6,B2+B3+B4+C3+C4+F4,31,1q^2 + 1q^4,B2: (0 0) -> (2 0) ; B3: (2 0 0) -> (0 2 0) ; B4: (0 2 0 0) -> (0 0 2 0) ; C3: (2 0 0) -> (0 0 2) ; C4: (0 2 0 0) -> (0 0 0 2) ; F4: (2 0 0 2) -> (0 2 0 0)
1344,6,3,B2+C3+C4,9,0,B2: (0 0) -> (2 1) ; C3: (3 0 0) -> (0 1 2) ; C4: (0 3 0 0) -> (0 0 1 2)
1345,6,4,B2+B3+B4+C3,12,1q^3 + 2q^5 + 1q^6 + 1q^7,B2: (0 0) -> (2 2) ; B3: (3 0 0) -> (0 2 2) ; B4: (0 3 0 0) -> (0 0 2 2) ; C3: (4 0 0) -> (0 2 2)
1346,6,2,B2+C3,3,0,B2: (0 0) -> (2 3) ; C3: (5 0 0) -> (0 3 2)
1347,6,3,B2+B3+C3,5,1q^4 + 2q^6 + 1q^7 + 2q^8 + 1q^9 + 1q^10,B2: (0 0) -> (2 4) ; B3: (4 0 0) -> (0 2 4) ; C3: (6 0 0) -> (0 4 2)
1348,6,6,B2+B3+B4+C3+C4+F4,18,1q^4 + 1q^6,B2: (0 0) -> (3 0) ; B3: (3 0 0) -> (0 3 0) ; B4: (0 3 0 0) -> (0 0 3 0) ; C3: (3 0 0) -> (0 0 3) ; C4: (0 3 0 0) -> (0 0 0 3) ; F4: (3 0 0 3) -> (0 3 0 0)
1349,6,2,B2+C3,4,0,B2: (0 0) -> (3 1) ; C3: (4 0 0) -> (0 1 3)
1350,6,3,B2+B3+C3,6,1q^5 + 1q^6 + 2q^7 + 1q^8 + 1q^9,B2: (0 0) -> (3 2) ; B3: (4 0 0) -> (0 3 2) ; C3: (5 0 0) -> (0 2 3)
1351,6,2,B2+C3,2,0,B2: (0 0) -> (3 3) ; C3: (6 0 0) -> (0 3 3)
1353,6,3,B2+B3+C3,7,1q^4 + 1q^6 + 1q^8,B2: (0 0) -> (4 0) ; B3: (4 0 0) -> (0 4 0) ; C3: (4 0 0) -> (0 0 4)
1354,6,2,B2+C3,3,0,B2: (0 0) -> (4 1) ; C3: (5 0 0) -> (0 1 4)
1355,6,3,B2+B3+C3,4,1q^5 + 2q^7 + 1q^8 + 2q^9 + 1q^10 + 1q^11,B2: (0 0) -> (4 2) ; B3: (5 0 0) -> (0 4 2) ; C3: (6 0 0) -> (0 2 4)
1358,5,6,B2+B3+B4+C3+C4+F4,80,1q + 1q^3,B2: (0 10) -> (0 12) ; B3: (1 0 1) -> (0 0 3) ; B4: (0 1 0 1) -> (0 0 0 3) ; C3: (2 1 0) -> (0 3 0) ; C4: (0 2 1 0) -> (0 0 3 0) ; F4: (1 0 1 2) -> (0 0 3 0)
1359,6,2,B2+C3,5,0,B2: (0 1) -> (0 4) ; C3: (3 1 0) -> (0 4 0)
1360,4,6,B2+B3+B4+C3+C4+F4,873,1q + 1q^2,B2: (0 10) -> (1 10) ; B3: (1 0 1) -> (0 1 1) ; B4: (0 1 0 1) -> (0 0 1 1) ; C3: (1 1 0) -> (0 1 1) ; C4: (0 1 1 0) -> (0 0 1 1) ; F4: (1 0 1 1) -> (0 1 1 0)
1361,6,3,B2+C3+C4,14,0,B2: (0 1) -> (1 2) ; C3: (2 1 0) -> (0 2 1) ; C4: (0 2 1 0) -> (0 0 2 1)
1362,6,6,B2+B3+B4+C3+C4+F4,24,1q^2 + 1q^3 + 1q^4 + 1q^5,B2: (0 1) -> (1 3) ; B3: (2 0 1) -> (0 1 3) ; B4: (0 2 0 1) -> (0 0 1 3) ; C3: (3 1 0) -> (0 3 1) ; C4: (0 3 1 0) -> (0 0 3 1) ; F4: (2 0 1 3) -> (0 1 3 0)
1363,6,2,B2+C3,4,0,B2: (0 1) -> (1 4) ; C3: (4 1 0) -> (0 4 1)
1364,5,3,B2+C3+C4,65,0,B2: (0 1) -> (2 0) ; C3: (1 1 0) -> (0 0 2) ; C4: (0 1 1 0) -> (0 0 0 2)
1365,6,6,B2+B3+B4+C3+C4+F4,31,1q^2 + 1q^3 + 1q^4,B2: (0 1) -> (2 1) ; B3: (2 0 1) -> (0 2 1) ; B4: (0 2 0 1) -> (0 0 2 1) ; C3: (2 1 0) -> (0 1 2) ; C4: (0 2 1 0) -> (0 0 1 2) ; F4: (2 0 1 2) -> (0 2 1 0)
1366,6,3,B2+C3+C4,9,0,B2: (0 1) -> (2 2) ; C3: (3 1 0) -> (0 2 2) ; C4: (0 3 1 0) -> (0 0 2 2)
1367,6,4,B2+B3+B4+C3,12,1q^3 + 1q^4 + 2q^5 + 1q^6 + 1q^7,B2: (0 1) -> (2 3) ; B3: (3 0 1) -> (0 2 3) ; B4: (0 3 0 1) -> (0 0 2 3) ; C3: (4 1 0) -> (0 3 2)
1368,6,2,B2+C3,3,0,B2: (0 1) -> (2 4) ; C3: (5 1 0) -> (0 4 2)
1369,6,3,B2+C3+C4,14,0,B2: (0 1) -> (3 0) ; C3: (2 1 0) -> (0 0 3) ; C4: (0 2 1 0) -> (0 0 0 3)
1370,6,6,B2+B3+B4+C3+C4+F4,18,1q^3 + 1q^4 + 1q^5 + 1q^6,B2: (0 1) -> (3 1) ; B3: (3 0 1) -> (0 3 1) ; B4: (0 3 0 1) -> (0 0 3 1) ; C3: (3 1 0) -> (0 1 3) ; C4: (0 3 1 0) -> (0 0 1 3) ; F4: (3 0 1 3) -> (0 3 1 0)
1371,6,2,B2+C3,4,0,B2: (0 1) -> (3 2) ; C3: (4 1 0) -> (0 2 3)
1372,6,3,B2+B3+C3,6,1q^4 + 1q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,B2: (0 1) -> (3 3) ; B3: (4 0 1) -> (0 3 3) ; C3: (5 1 0) -> (0 3 3)
1373,6,2,B2+C3,2,0,B2: (0 1) -> (3 4) ; C3: (6 1 0) -> (0 4 3)
1374,6,2,B2+C3,5,0,B2: (0 1) -> (4 0) ; C3: (3 1 0) -> (0 0 4)
1375,6,3,B2+B3+C3,7,1q^4 + 1q^5 + 1q^6 + 1q^7 + 1q^8,B2: (0 1) -> (4 1) ; B3: (4 0 1) -> (0 4 1) ; C3: (4 1 0) -> (0 1 4)
1376,6,2,B2+C3,3,0,B2: (0 1) -> (4 2) ; C3: (5 1 0) -> (0 2 4)
1377,6,3,B2+B3+C3,4,1q^5 + 1q^6 + 2q^7 + 2q^8 + 2q^9 + 1q^10 + 1q^11,B2: (0 1) -> (4 3) ; B3: (5 0 1) -> (0 4 3) ; C3: (6 1 0) -> (0 3 4)
1379,5,3,B2+C3+C4,38,0,B2: (0 10) -> (1 11) ; C3: (2 2 0) -> (0 3 1) ; C4: (0 2 2 0) -> (0 0 3 1)
1380,6,3,B2+B3+C3,10,1q^2 + 1q^3 + 1q^4 + 1q^5,B2: (0 2) -> (1 4) ; B3: (2 0 2) -> (0 1 4) ; C3: (3 2 0) -> (0 4 1)
1381,4,3,B2+C3+C4,319,0,B2: (0 10) -> (2 9) ; C3: (1 2 0) -> (0 1 2) ; C4: (0 1 2 0) -> (0 0 1 2)
1382,6,6,B2+B3+B4+C3+C4+F4,31,2q^2 + 1q^3 + 1q^4,B2: (0 2) -> (2 2) ; B3: (2 0 2) -> (0 2 2) ; B4: (0 2 0 2) -> (0 0 2 2) ; C3: (2 2 0) -> (0 2 2) ; C4: (0 2 2 0) -> (0 0 2 2) ; F4: (2 0 2 2) -> (0 2 2 0)
1383,6,3,B2+C3+C4,9,0,B2: (0 2) -> (2 3) ; C3: (3 2 0) -> (0 3 2) ; C4: (0 3 2 0) -> (0 0 3 2)
1384,6,3,B2+B3+C3,8,2q^3 + 1q^4 + 2q^5 + 1q^6 + 1q^7,B2: (0 2) -> (2 4) ; B3: (3 0 2) -> (0 2 4) ; C3: (4 2 0) -> (0 4 2)
1385,5,6,B2+B3+B4+C3+C4+F4,80,1q^3,B2: (0 2) -> (3 0) ; B3: (2 0 2) -> (0 3 0) ; B4: (0 2 0 2) -> (0 0 3 0) ; C3: (1 2 0) -> (0 0 3) ; C4: (0 1 2 0) -> (0 0 0 3) ; F4: (2 0 2 1) -> (0 3 0 0)
1386,6,3,B2+C3+C4,14,0,B2: (0 2) -> (3 1) ; C3: (2 2 0) -> (0 1 3) ; C4: (0 2 2 0) -> (0 0 1 3)
1387,6,6,B2+B3+B4+C3+C4+F4,18,1q^3 + 2q^4 + 1q^5 + 1q^6,B2: (0 2) -> (3 2) ; B3: (3 0 2) -> (0 3 2) ; B4: (0 3 0 2) -> (0 0 3 2) ; C3: (3 2 0) -> (0 2 3) ; C4: (0 3 2 0) -> (0 0 2 3) ; F4: (3 0 2 3) -> (0 3 2 0)
1388,6,2,B2+C3,4,0,B2: (0 2) -> (3 3) ; C3: (4 2 0) -> (0 3 3)
1389,6,3,B2+B3+C3,6,1q^4 + 2q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,B2: (0 2) -> (3 4) ; B3: (4 0 2) -> (0 3 4) ; C3: (5 2 0) -> (0 4 3)
1390,6,3,B2+B3+C3,10,1q^3 + 1q^5,B2: (0 2) -> (4 0) ; B3: (3 0 2) -> (0 4 0) ; C3: (2 2 0) -> (0 0 4)
1391,6,2,B2+C3,5,0,B2: (0 2) -> (4 1) ; C3: (3 2 0) -> (0 1 4)
1392,6,3,B2+B3+C3,7,2q^4 + 1q^5 + 2q^6 + 1q^7 + 1q^8,B2: (0 2) -> (4 2) ; B3: (4 0 2) -> (0 4 2) ; C3: (4 2 0) -> (0 2 4)
1393,6,2,B2+C3,3,0,B2: (0 2) -> (4 3) ; C3: (5 2 0) -> (0 3 4)
1394,6,3,B2+B3+C3,4,2q^5 + 1q^6 + 3q^7 + 2q^8 + 2q^9 + 1q^10 + 1q^11,B2: (0 2) -> (4 4) ; B3: (5 0 2) -> (0 4 4) ; C3: (6 2 0) -> (0 4 4)
1395,5,6,B2+B3+B4+C3+C4+F4,70,2q^2 + 1q^3 + 1q^4,B2: (0 10) -> (2 10) ; B3: (2 0 3) -> (0 2 3) ; B4: (0 2 0 3) -> (0 0 2 3) ; C3: (2 3 0) -> (0 3 2) ; C4: (0 2 3 0) -> (0 0 3 2) ; F4: (2 0 3 2) -> (0 2 3 0)
1396,6,2,B2+C3,5,0,B2: (0 3) -> (2 4) ; C3: (3 3 0) -> (0 4 2)
1397,4,6,B2+B3+B4+C3+C4+F4,302,1q^2 + 1q^3,B2: (0 10) -> (3 8) ; B3: (2 0 3) -> (0 3 1) ; B4: (0 2 0 3) -> (0 0 3 1) ; C3: (1 3 0) -> (0 1 3) ; C4: (0 1 3 0) -> (0 0 1 3) ; F4: (2 0 3 1) -> (0 3 1 0)
1398,6,3,B2+C3+C4,14,0,B2: (0 3) -> (3 2) ; C3: (2 3 0) -> (0 2 3) ; C4: (0 2 3 0) -> (0 0 2 3)
1399,6,6,B2+B3+B4+C3+C4+F4,18,2q^3 + 2q^4 + 1q^5 + 1q^6,B2: (0 3) -> (3 3) ; B3: (3 0 3) -> (0 3 3) ; B4: (0 3 0 3) -> (0 0 3 3) ; C3: (3 3 0) -> (0 3 3) ; C4: (0 3 3 0) -> (0 0 3 3) ; F4: (3 0 3 3) -> (0 3 3 0)
1400,6,2,B2+C3,4,0,B2: (0 3) -> (3 4) ; C3: (4 3 0) -> (0 4 3)
1401,5,2,B2+C3,27,0,B2: (0 3) -> (4 0) ; C3: (1 3 0) -> (0 0 4)
1402,6,3,B2+B3+C3,10,1q^3 + 1q^4 + 1q^5,B2: (0 3) -> (4 1) ; B3: (3 0 3) -> (0 4 1) ; C3: (2 3 0) -> (0 1 4)
1403,6,2,B2+C3,5,0,B2: (0 3) -> (4 2) ; C3: (3 3 0) -> (0 2 4)
1404,6,3,B2+B3+C3,7,2q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,B2: (0 3) -> (4 3) ; B3: (4 0 3) -> (0 4 3) ; C3: (4 3 0) -> (0 3 4)
1405,6,2,B2+C3,3,0,B2: (0 3) -> (4 4) ; C3: (5 3 0) -> (0 4 4)
1406,5,2,B2+C3,24,0,B2: (0 10) -> (3 9) ; C3: (2 4 0) -> (0 3 3)
1407,6,3,B2+B3+C3,9,2q^3 + 2q^4 + 1q^5 + 1q^6,B2: (0 4) -> (3 4) ; B3: (3 0 4) -> (0 3 4) ; C3: (3 4 0) -> (0 4 3)
1408,4,2,B2+C3,135,0,B2: (0 10) -> (4 7) ; C3: (1 4 0) -> (0 1 4)
1409,6,3,B2+B3+C3,10,2q^3 + 1q^4 + 1q^5,B2: (0 4) -> (4 2) ; B3: (3 0 4) -> (0 4 2) ; C3: (2 4 0) -> (0 2 4)
1410,6,2,B2+C3,5,0,B2: (0 4) -> (4 3) ; C3: (3 4 0) -> (0 3 4)
1411,6,3,B2+B3+C3,7,3q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,B2: (0 4) -> (4 4) ; B3: (4 0 4) -> (0 4 4) ; C3: (4 4 0) -> (0 4 4)
1412,2,6,B2+B3+B4+C3+C4+F4,1236,1q,B2: (1 0) -> (0 2) ; B3: (0 1 0) -> (0 0 2) ; B4: (0 0 1 0) -> (0 0 0 2) ; C3: (0 1 0) -> (2 0 0) ; C4: (0 1 0 0) -> (2 0 0 0) ; F4: (0 0 1 0) -> (0 0 0 2)
1413,4,3,B2+C3+C4,264,0,B2: (1 0) -> (0 3) ; C3: (2 0 1) -> (0 3 0) ; C4: (0 2 0 1) -> (0 0 3 0)
1414,6,3,B2+B3+C3,11,1q^2 + 1q^4,B2: (1 0) -> (0 4) ; B3: (1 1 0) -> (0 0 4) ; C3: (3 0 1) -> (0 4 0)
1415,5,6,B2+B3+B4+C3+C4+F4,156,1q + 1q^2 + 1q^3,B2: (1 0) -> (1 2) ; B3: (1 1 0) -> (0 1 2) ; B4: (0 1 1 0) -> (0 0 1 2) ; C3: (2 0 1) -> (0 2 1) ; C4: (0 2 0 1) -> (0 0 2 1) ; F4: (1 1 0 2) -> (0 1 2 0)
1416,6,3,B2+C3+C4,9,0,B2: (1 0) -> (1 3) ; C3: (3 0 1) -> (0 3 1) ; C4: (0 3 0 1) -> (0 0 3 1)
1417,6,3,B2+B3+C3,9,1q^2 + 1q^3 + 1q^4 + 1q^5 + 1q^6,B2: (1 0) -> (1 4) ; B3: (2 1 0) -> (0 1 4) ; C3: (4 0 1) -> (0 4 1)
1418,5,3,B2+C3+C4,52,0,B2: (1 0) -> (2 1) ; C3: (2 0 1) -> (0 1 2) ; C4: (0 2 0 1) -> (0 0 1 2)
1419,6,6,B2+B3+B4+C3+C4+F4,24,2q^3 + 1q^4 + 1q^5,B2: (1 0) -> (2 2) ; B3: (2 1 0) -> (0 2 2) ; B4: (0 2 1 0) -> (0 0 2 2) ; C3: (3 0 1) -> (0 2 2) ; C4: (0 3 0 1) -> (0 0 2 2) ; F4: (2 1 0 3) -> (0 2 2 0)
1420,6,2,B2+C3,4,0,B2: (1 0) -> (2 3) ; C3: (4 0 1) -> (0 3 2)
1421,6,3,B2+B3+C3,7,2q^4 + 1q^5 + 2q^6 + 1q^7 + 1q^8,B2: (1 0) -> (2 4) ; B3: (3 1 0) -> (0 2 4) ; C3: (5 0 1) -> (0 4 2)
1422,5,6,B2+B3+B4+C3+C4+F4,70,1q^2 + 1q^4,B2: (1 0) -> (3 0) ; B3: (2 1 0) -> (0 3 0) ; B4: (0 2 1 0) -> (0 0 3 0) ; C3: (2 0 1) -> (0 0 3) ; C4: (0 2 0 1) -> (0 0 0 3) ; F4: (2 1 0 2) -> (0 3 0 0)
1423,6,3,B2+C3+C4,9,0,B2: (1 0) -> (3 1) ; C3: (3 0 1) -> (0 1 3) ; C4: (0 3 0 1) -> (0 0 1 3)
1424,6,4,B2+B3+B4+C3,12,1q^3 + 1q^4 + 2q^5 + 1q^6 + 1q^7,B2: (1 0) -> (3 2) ; B3: (3 1 0) -> (0 3 2) ; B4: (0 3 1 0) -> (0 0 3 2) ; C3: (4 0 1) -> (0 2 3)
1425,6,2,B2+C3,3,0,B2: (1 0) -> (3 3) ; C3: (5 0 1) -> (0 3 3)
1426,6,3,B2+B3+C3,5,1q^4 + 1q^5 + 2q^6 + 2q^7 + 2q^8 + 1q^9 + 1q^10,B2: (1 0) -> (3 4) ; B3: (4 1 0) -> (0 3 4) ; C3: (6 0 1) -> (0 4 3)
1427,6,3,B2+B3+C3,9,1q^4 + 1q^6,B2: (1 0) -> (4 0) ; B3: (3 1 0) -> (0 4 0) ; C3: (3 0 1) -> (0 0 4)
1428,6,2,B2+C3,4,0,B2: (1 0) -> (4 1) ; C3: (4 0 1) -> (0 1 4)
1429,6,3,B2+B3+C3,6,2q^5 + 1q^6 + 2q^7 + 1q^8 + 1q^9,B2: (1 0) -> (4 2) ; B3: (4 1 0) -> (0 4 2) ; C3: (5 0 1) -> (0 2 4)
1430,6,2,B2+C3,2,0,B2: (1 0) -> (4 3) ; C3: (6 0 1) -> (0 3 4)
1432,4,6,B2+B3+B4+C3+C4+F4,462,1q + 1q^2 + 1q^3,B2: (1 10) -> (1 12) ; B3: (1 1 1) -> (0 1 3) ; B4: (0 1 1 1) -> (0 0 1 3) ; C3: (2 1 1) -> (0 3 1) ; C4: (0 2 1 1) -> (0 0 3 1) ; F4: (1 1 1 2) -> (0 1 3 0)
